title,categories,url,responsibilities,qualifications,company name,description,education levels,has remote
"Key Account Executive, Healthcare and Life Sciences",SALES_OPERATIONS,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckRr6HXfic6thCqPHSVekF2x5XsXKjsppVE752griCNXTEjsAbmRECdr7l6miIJdLhaZrH-EXG7VwQIls6g-fMhkgRvs5rye5dAy6aIbkZpLajQiEkX0Xqz4q0tbHzA%3D%3D_V2&jobTitle=Key+Account+Executive&loc=US,"Build executive relationships with customers  to help  influence their long-term technology and business decisions.
Direct and manage entire business cycles, discuss terms, and understand associated legal and business risks.
Lead detailed account strategy in generating and developing business growth opportunities, working cross-functionally with multiple lines of business including Google Partners, maximizing business impact, and opening up opportunities with large enterprise customers.
Manage global accounts with multiple opportunities across different functions with forecast and budgetary accuracy, serving as the primary customer contact for all adoption-related activities.
Add value and be viewed as a trusted advisor by bringing insights and ideas with follow-through execution.","Minimum qualifications:
Bachelor's degree or equivalent practical experience.
15 years of experience in enterprise accounts quota-carrying software sales and account management at an enterprise Business-to-Business software company. 
Experience engaging with accounts in promoting a portfolio of products at C-level.
Experience in sales in the healthcare and life sciences industry.
Preferred qualifications:
20 years of experience selling infrastructure software, databases, analytic tools, or applications software.
Experience working with and managing partners in complex implementation projects.
Experience with large commercial and legal facilitations, working with Procurement, Legal, and Business teams.
Knowledge of the industry, specific to the prospects/customers being covered.
Ability to work with sales engineers and customer technical leads to inventory existing software estate, define migration plans, and build business cases for migrations.
Ability to influence decisions at the executive level.",Google,"The Google Cloud Platform team helps customers transform and build what's next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. As part of an entrepreneurial team in this rapidly growing business, you will play a key role in understanding the needs of our customers and help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.
As a Key Account Executive, you will serve as the executive presenting to strategic enterprises. You will leverage existing relationships with CEOs and other C-level executives, developing relationships with business unit leaders to understand their unique company challenges, and influence their perspective of Google solutions. You will use your industry understanding to communicate the business value of Google while driving shareholder value. In this role, you will yield the innovative power of our products and solutions to make organizations more productive, collaborative, and mobile.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $131,000-$197,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.",BACHELORS_OR_EQUIVALENT,False
"Senior Staff Software Engineer, Infrastructure, Google Cloud NetInfra",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckSVI2V-TVAO0twDReJj9oPaXM48LlMpXN6olSdSgUqJoEjsA85OaoIMWYZV3042JtyYlcfk50BfKqeuXUlvWYXAFmE-LntJhS2muuRQiB-k30yfWBN7Wo95usMSK5w%3D%3D_V2&jobTitle=Senior+Staff+Software+Engineer&loc=US,"Provide technical leadership on high-impact projects.
Influence and coach a distributed team of engineers.
Facilitate alignment and clarity across teams on goals, outcomes, and timelines.
Manage project priorities, deadlines, and deliverables.
Design, develop, test, deploy, maintain, and enhance large scale software solutions.","Minimum qualifications:
Bachelor's degree or equivalent practical experience.

8 years of experience in software development, and with data structures/algorithms.

7 years of experience building and developing large-scale infrastructure, distributed systems or networks, and/or experience with compute technologies, storage, and/or hardware architecture.

5 years of experience with design and architecture; and testing/launching software products.

Preferred qualifications:
Master’s degree or PhD in Engineering, Computer Science, or a related technical field.
5 years of experience in a technical leadership role leading project teams and setting technical direction.
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.
The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
"Senior Staff Software Engineer, Machine Learning, Google Research",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckZSUP6UTA3dX2ipvkW56-4pSkA3qoIplqbSIJy3psp9_EjsA85OaoIZbK6dBLuSJ5ME2KJDHesJCiJnB7yo4ZpWdW1eNqpJxf0HH1GM3LJmRYIlWVfyPSeefW1pP0Q%3D%3D_V2&jobTitle=Senior+Staff+Software+Engineer&loc=US,"Provide technical leadership on high-impact projects.
Influence and coach a distributed team of engineers.
Facilitate alignment and clarity across teams on goals, outcomes, and timelines.
Manage project priorities, deadlines, and deliverables.
Design, develop, test, deploy, maintain, and enhance large scale software solutions.","Minimum qualifications:
Bachelor's degree or equivalent practical experience.

8 years of experience in software development, and with data structures/algorithms.

5 years of experience with design and architecture; and testing/launching software products.

7 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.

Preferred qualifications:
Master’s degree or PhD in Engineering, Computer Science, or a related technical field.
5 years of experience in a technical leadership role leading project teams and setting technical direction.
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
Google Research addresses challenges that define the technology of today and tomorrow. From conducting fundamental research to influencing product development, our research teams have the opportunity to impact technology used by billions of people every day. Our teams aspire to make discoveries that impact everyone, and core to our approach is sharing our research and tools to fuel progress in the field -- we publish regularly in academic journals, release projects as open source, and apply research to Google products.The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
"Program Manager, Data Center Construction","DATA_CENTER_OPERATIONS, INFORMATION_TECHNOLOGY, PROGRAM_MANAGEMENT, TECHNICAL_INFRASTRUCTURE_ENGINEERING",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckSb9idmMSYTMEDYF5E4gbQYksfEzXDQzJ9csIqUaEXd1EjsA4ixdmxkeNpcl1GICYYWFO6U_NaCSEGq9YNuKXGwgSce5P4FV_xNzGVY1XVBBpzgqQDnYvB1pRICKRg%3D%3D_V2&jobTitle=Program+Manager&loc=US,"Manage multiple data center projects from inception through to completion.
Support program initiatives, renovations, and upgrades of existing facilities.
Be responsible for gathering internal requirements and delivering solutions that satisfy internal customer's needs.
Maintain responsibility from construction to deployment.
Resolve highly critical issues within matrix organization while maintaining adherence to project timelines and costs.","Minimum qualifications:
Bachelor's degree or equivalent practical experience.
8 years of work experience managing multi-group/disciplinary construction projects.
Experience constructing technical facilities.
Preferred qualifications:
4 years of work experience with mission critical equipment/environments, including electrical switch gear, generators, chillers, cooling towers, air handling units, controls, security monitoring systems and fire safety systems.
Experience gathering requirements, resource organization, task prioritization, scheduling and achieving objectives within set goals.
Experience managing vendor relationships.
Understanding of start up and commissioning processes.
Understanding of standard practices in the design and construction industry, including knowledge of design build processes and associated documents and agreements.
Knowledge of large-scale facility electrical and mechanical systems.",Google,"A problem isn’t truly solved until it’s solved for all. That’s why Googlers build products that help create opportunities for everyone, whether down the street or across the globe. As a Program Manager at Google, you’ll lead complex, multi-disciplinary projects from start to finish — working with stakeholders to plan requirements, manage project schedules, identify risks, and communicate clearly with cross-functional partners across the company. Your projects will often span offices, time zones, and hemispheres. It's your job to coordinate the players and keep them up to date on progress and deadlines.Our goal is to build a Google that looks like the world around us — and we want Googlers to stay and grow when they join us. As part of our efforts to build a Google for everyone, we build diversity, equity, and inclusion into our work and we aim to cultivate a sense of belonging throughout the company.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.
The US base salary range for this full-time position is $125,000-$193,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.",BACHELORS_OR_EQUIVALENT,True
"Program Manager, Server Operations Logistics",PROGRAM_MANAGEMENT,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2Fckf7qzQthJ2fb4u9JA1NxM3pzTJz3qLZOPdkfB_OphbBsEjsAbmRECYTkZYjXLOsEOYLRNKD0pLD5UX7d_-IJ-nZXHevAvOOAc3mHCPnHJYNAQbN7qy5Q9-sO5COd9g%3D%3D_V2&jobTitle=Program+Manager&loc=DE,"Manage third-party logistic partners and work on various projects, including account management, spend controls, Quarterly Business Reviews (QBRs), metrics management, escalation management, and facilitation
Manage and monitor Key Performance Indicators (KPIs), vendor performance scorecards, and develop business cases to support logistics changes and/or improvements
Create and manage significant service budgets
Drive alignment and prioritization of initiatives in a fast-paced and large-scale environment with many priorities
Create, manage, and support cross-functional company initiatives","Minimum qualifications:
Bachelor's degree in Business, Logistics, Operations, Engineering, a related field, or equivalent practical experience
Experience managing warehousing, manufacturing, or supply chain operations
Experience managing operations in multiple locations
Ability to travel up to 30% of the time as required
Preferred qualifications:
Master's degree in Business or a related field
Certification in project management or CSCMP
Experience in quality control, inventory accuracy, safety, and security
Experience in operations management, and third-party logistics vendor management
Ability to apply structured thinking and logic to the work and provide innovative solutions
Excellent problem-solving skills",Google,"A problem isn’t truly solved until it’s solved for all. That’s why Googlers build products that help create opportunities for everyone, whether down the street or across the globe. As a Program Manager at Google, you’ll lead complex, multi-disciplinary projects from start to finish — working with stakeholders to plan requirements, manage project schedules, identify risks, and communicate clearly with cross-functional partners across the company. Your projects will often span offices, time zones, and hemispheres. It's your job to coordinate the players and keep them up to date on progress and deadlines.Our goal is to build a Google that looks like the world around us — and we want Googlers to stay and grow when they join us. As part of our efforts to build a Google for everyone, we build diversity, equity, and inclusion into our work and we aim to cultivate a sense of belonging throughout the company.
In this role, you will lead and manage all logistics operations required within the Google data center campuses. Standard services include receiving, shipping, quality control, rack movements, rack placement, tray assembly, cabling, spare parts management, decommissions, and returns at the data center facilities.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT",False
"Customer Engineering Manager, Google Cloud",TECHNICAL_SOLUTIONS,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckRILDcH0urEQmBUWCKuUMzEXans9JLDxfdnm9IBevkdlEjsA85OaoDQZ9RySm72ceFFZkUNA9oHq28Mmj6xu9dbAnMHB08gg4gNwNLgNKZ0xzURrPPPcA8KqWQCJnQ%3D%3D_V2&jobTitle=Customer+Engineering+Manager&loc=US,"Determine staffing levels to support annual goals, establish job requisitions, assemble teams, and lead interview team to fill open positions.
Organize, train, and equip the Customer Engineering (CE) team. Assess go-to-market readiness, identify gaps in preparedness, and build plans to ensure the team is properly trained/equipped to successfully perform in support of annual goals.
Work with teams to identify, qualify, and prioritize coverage for business opportunities. Participate in opportunity review meetings to provide insight into how to best secure technical achievements.
Maintain customer satisfaction through working cross-functionally to resolve product problems affecting customer satisfaction.
Build trust with customers and influential relationships in accounts, and be the personal technical sponsor and driver for our strategic business opportunities.","Minimum qualifications:
Bachelor's degree in Computer Science, a related field, or equivalent practical experience.
3 years of experience in people management.
Experience serving as a technical sales engineer in a cloud computing environment or equivalent experience in a customer-facing role (including working as a member of a professional services or systems engineering team).
Preferred qualifications:
MBA or Master's degree in Computer Science.
10 years of experience promoting IT solutions within region with progression towards leadership roles.
Knowledge of solution architecture in web/mobile environments, web/internet technologies, architecture across SAAS/PAAS/IAAS, and cloud productivity suites.
Ability to present to all audiences, engage with C-Level in business and technology transformation, and work with emerging technologies, methodologies, and solutions in the cloud/IT technology space.
Ability to inspire/grow teams in a sales environment and influence cross-functional teams.
Excellent project management skills.",Google,"The Google Cloud Platform team helps customers transform and build what's next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. As part of an entrepreneurial team in this rapidly growing business, you will play a key role in understanding the needs of our customers and help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.
In this role, you will lead a team of Sales engineers who engage with prospects, understand and assess customer requirements, prepare and present demonstrations of Google’s Cloud products and services, guide the customer through implementation and production deployment, and address and overcome technical objections that arise throughout the business process. 

You will engage directly with prospects and work cross-functionally with our Product, Support, Engineering, and Sales teams.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $139,000-$220,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT",False
"Senior Staff Software Engineer, APIs, Machine Learning, Core",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckYD46xtAp-v7YG50eJ0n-lIzLo4Buv4u3sWATPlpF_f1EjsA4ixdm67uN_tEhMziqYiUFaZu-QgxuGXp3pTZgBlX4OHjwXNI4qu7DuoUW8sv2tlMukJIIHlu-_KvnA%3D%3D_V2&jobTitle=Senior+Staff+Software+Engineer&loc=US,"Lead the design and development of the core ML API stack and ecosystem, extending Google’s leadership position in machine learning
Work closely with TensorFlow and JAX leads on designing and building sustainable APIs for ML developers at Alphabet and throughout the world
Influence the strategy and the roadmap for the next generation of ML problems
Lead the design and implementation of well-layered, user-friendly, high-performance APIs for ML production systems in C++ and Python 
Work on distributed systems for model training and flexible ML infrastructure for various processor types (CPU/GPU/TPU/XLA)","Minimum qualifications:
 Bachelor's degree or equivalent practical experience
8 years of experience in software development and with data structures/algorithms
5 years of experience with design and architecture; and testing/launching software products
Experience with API and system design, and C++
Preferred qualifications:
Master’s degree or PhD in Engineering, Computer Science, or a related technical field
7 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing
5 years of experience in a technical leadership role leading project teams and setting technical direction
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects
Strong understanding of the needs of advanced ML developers and an excitement to work full stack, from API design to programming languages, runtimes, compilers, and advanced hardware",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
TensorFlow is the world's premier machine learning framework and is at the heart of Google's AI first strategy. TensorFlow and its sister project JAX power machine learning (ML) in research and production environments throughout Google and in the world via open source. Working on the Core ML API team is one of the most visible engineering roles here, your work will solve problems far beyond Google!The Core team builds the technical foundation behind Google’s flagship products. We are owners and advocates for the underlying design elements, developer platforms, product components, and infrastructure at Google. These are the essential building blocks for excellent, safe, and coherent experiences for our users and drive the pace of innovation for every developer. We look across Google’s products to build central solutions, break down technical barriers and strengthen existing systems. As the Core team, we have a mandate and a unique opportunity to impact important technical decisions across the company.
The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
"Software Engineer III, Machine Learning, AR",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckTyDc3ECpn_-sQ89rZP1_7FzcRNvZXrbrPzOMY4kEIzUEjsA4ixdmw3tsbYPoCElCg3TMgWcHyn70Ap8eBhqjHzNNSpR-WXcKqWGqeQ2COJLZbWOFkGykI1YqmaAfQ%3D%3D_V2&jobTitle=Software+Engineer+III&loc=US,"Write product or system development code.

Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies.

Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).

Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.


Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.","Minimum qualifications:
Bachelor’s degree or equivalent practical experience.


2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.
2 years of experience with data structures or algorithms in either an academic or industry setting.

Preferred qualifications:
Master's degree or PhD in Computer Science or related technical field.


2 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.

Experience developing accessible technologies.",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
The Google Augmented Reality team is a diverse group of experts tasked with building the foundations for great immersive computing and building helpful, delightful user experiences. We're focused on making immersive computing accessible to billions of people through mobile devices, and our scope continues to grow and evolve.
The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
"Staff Software Engineer, Machine Learning, Google Cloud Platform AI and Industry Solutions",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckexKgTJLBzqXxD6Zu8KvCDEl68lCOR2BlsHAwh3uLQzcEjsAbmRECdXwPdsdl_8myn-UZCbODy97uTrJDpnedtRDx1wDEECGBXE0lRHRulJlCKyeldltfWkQJh_STg%3D%3D_V2&jobTitle=Staff+Software+Engineer&loc=US,"Provide technical leadership on high-impact projects.
Influence and coach a distributed team of engineers.
Facilitate alignment and clarity across teams on goals, outcomes, and timelines.
Manage project priorities, deadlines, and deliverables.
Design, develop, test, deploy, maintain, and enhance large scale software solutions.","Minimum qualifications:
Bachelor's degree or equivalent practical experience. 
8 years of experience in software development, and with data structures/algorithms.
5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture.  
5 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning, and/or natural language processing.
Preferred qualifications:
Master’s degree or PhD in Engineering, Computer Science, or a related technical field. 
3 years of experience in a technical leadership role leading project teams and setting technical direction. 
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","DOCTORAL_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, BACHELORS_OR_EQUIVALENT",False
"Senior Staff Software Engineer, Machine Learning, Core",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckfSRlbVRlA9mS5ox5IZ3yv5N116SXlqgZLxvdqGO5phdEjsA4ixdm-bxnqSS7mnVNYRUI5Nd0vr0NCkU-An-Vg4iRsKc1n7_M9AA4hO_N8zvNcJGyuAAizBdJi3rbw%3D%3D_V2&jobTitle=Senior+Staff+Software+Engineer&loc=US,"Provide technical leadership on high-impact projects.
Influence and coach a distributed team of engineers.
Facilitate alignment and clarity across teams on goals, outcomes, and timelines.
Manage project priorities, deadlines, and deliverables.
Design, develop, test, deploy, maintain, and enhance large scale software solutions.","Minimum qualifications:
Bachelor's degree or equivalent practical experience.

8 years of experience in software development, and with data structures/algorithms.

5 years of experience with design and architecture; and testing/launching software products.

7 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.

Preferred qualifications:
Master’s degree or PhD in Engineering, Computer Science, or a related technical field.
5 years of experience in a technical leadership role leading project teams and setting technical direction.
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
The Core team builds the technical foundation behind Google’s flagship products. We are owners and advocates for the underlying design elements, developer platforms, product components, and infrastructure at Google. These are the essential building blocks for excellent, safe, and coherent experiences for our users and drive the pace of innovation for every developer. We look across Google’s products to build central solutions, break down technical barriers and strengthen existing systems. As the Core team, we have a mandate and a unique opportunity to impact important technical decisions across the company.
The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","DOCTORAL_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, BACHELORS_OR_EQUIVALENT",False
